url,duration,label
http://mamet.eserver.org/,300,0
https://micmsnout.weebly.com/,192,1
http://dev.klinikmatanusantara.com/log-au/mpp/signin/00b8/websrc,252,1
https://www.sparkassen-giroverband10.xyz/sp/anmeldung.php?starten=4IDofT0ENeU58KuhlgvtGVyXSHcMwC&amp;shufflUri?=KMt0c5IiNG6LUhuYAgFo,12,1
http://www.teteas.com/,288,0
https://www1.smbe-card.zdhdq.cn/404.html,12,1
http://northcountyluxuryrealestate.com/Lunosaisd/LUNO_2021/,60,1
https://facabook.in/,12,1
http://canal-nantes-brest.fr/-/orange/f0d91/index2.html,12,1
http://www.canal-nantes-brest.fr/-/orange/435ca,12,1
https://xn--www-bmobnking-pf2g.com/page1.php,12,1
https://ib2-security.com/att/classic/mobile/home.php,12,1
http://bolicarp.com/chase/chase.com-RD148-simple-finish/,12,1
https://mps-acceso.com/accedi/,12,1
http://www.manorresources.co.uk/,264,0
https://www.amiozan.co-jp-azmiazmoznozanm.buzz/,-1,1
http://www.teasetc.com/,300,0
https://rechnungmobile.de/login/,-1,1
http://archost.net.au/mkb.hu/mkb/b141078ee99da655ec1016e4333ef007/login.php?cmd=account-service.com/login/account/update_submit&amp;id=1906d10ea61aad9e5d1668abd73d17651906d10ea61aad9e5d1668abd73d1765&amp;session=1906d10ea61aad9e5d1668abd73d17651906d10ea61aad9e5d1668abd73d1765,-1,1
http://sssilkplaster.in/cxpsufirde.html?jHBFdXEaZsXDFCYGvbHUbNIJnnOnOnJIuhBgvvgfcfxdSEzXrdFCgvHBGVfcD,24,1
http://www.fye.com/,300,0
https://ale-dip.000webhostapp.com/,72,1
http://www.skysports.com/leicester-city,354,0
https://amazon-account-verification.lokimblematics.com/,12,1
https://royalmailparcel.attempted-delivery.com/,12,1
http://www.dickrutan.com/,252,0
https://rebelution-expert-ck3771548791586435298568860.tk/log2.php,-1,1
http://www.plpg.com.au/access/WellsFargo/WellsFargo/wells/,-1,1
https://www.verificationpayment.com/Login.php,12,1
https://40-124-74-85.cprapid.com/hot/hot/,48,1
http://www.renfestival.com/,312,0
http://www.funbrain.com/football/,288,0
https://rogerswarrior.000webhostapp.com/,72,1
https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-44926928678698731662,12,1
http://www.highlinercoffee.com/,228,0
https://www.securelloyd-help-app.com/Login.php,12,1
http://hsbc.online-pay-cancel.com/Login.php,12,1
http://www.amlib.ch/,-1,0
https://preception-ck4885213697856932416582355801.tk/Login_to_Facebook.html,-1,1
http://elmwoodinn.com/,300,0
http://www.betterbaker.com/,372,0
http://www.popswine.com/,360,0
http://www.nine-9s.com/,228,0
https://kontoservice007.xyz/sp/,12,1
http://tulsagrad.ou.edu/csdc/,310,0
http://lloyduk-online-banking.com/lloyds,12,1
"https://secure.runescape.com-vzla.ru/m=weblogin/loginform611,879,564,74976469,2167",12,1
http://www.waligaimports.com/,264,0
https://giroverbandkundendienst-sparkasse03.xyz/sp/anmeldung.php?starten=NezfIFJRysBCdwEVvQh8XMab4cnUo3&shufflUri?=HI4TWfStA8xhgaVzQq9i,12,1
http://www.andhrajyothy.com/,228,0
http://biophys.annualreviews.org/,324,0
http://www.cdlps.com/,264,0
http://midnightsuncoffeeroasters.com/,120,0
http://olxpraca.pl,-1,1
https://whatsapp.blazagency.com/3cca973405197b4d95b3efd148b3dd9a,12,1
http://batalkanblokir.ml/,-1,1
https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbWokJ_X3qmdBjOw-2BYU1fUVz8p4YADK4ptH85sOJWdVkFSg7KZ5XuQlrk4vbrrN0lPLcV66lpQfiGIJqTkzd35o7nvreonZ17N8nyX4QkZM2lheM7o-2FnIx2HGG4IMXK8TIJg-2BHESLIb8CrR9vKT9RTMw-2Fo2mqiZ3TC6q1QTULiSS3QAWgdsMdkXg-2Bhn45z0OReNnTMtKa8bkuin0h3RpHhaibs4iPq-2BNxsJapmKqGFnp2ayES6FeAxmTOFqXKd5mkrPEDR3-2B-2F9N1sorzEviIqVEh0T4TpR-2FvO9EV5MI8BNjtPhMWduE3TarHoV6lG8U6lh1zUSUxHvgB7IuI1f9O7yv9E4BdyRnBB6IgyORnOX-2F1-2FDdz7Uz-2FQMKnk3TJJljb6uQCLd9xd1hnyUitsy4I0ufbu8reNxSGyf4ieKzMNZQ7T94O53Crdj1UI2LZxcqrrDjLmv4uxgzxIb7zdVtjEWRljXQXN7P0OoCXUaSWNe0jGIUAIB4aewH4RNiRert81X8OJM5wNWDIX3GodXtoF8UzZZkVuuOGDfQy5Y8Msf3YwB4KzAGBuDj2QEq2dokn6SipJvwqsZCgaHAw66NPGfZ6JmDtsJWz0ZPMmbLSX-2BgjJhnH6SbGlTifw3o-2FtWm8-2BZg6KGu1m6pNfQ-2FvyGhFRB9-2Fry5-2FPia2cnkQDnr-2BECjK3wu6z8a8NSelGB2b3PCoCNTJpNetkPZ3TysMIVOhicAt7sJfn5w3x67G2XjGmKP4eOWGZ8KHy1ejpkiuZ0Jgwc-2B2ZRplR-2BWL1NKIlfFbXe-2BZWQ-2FL76Te-2Bty09179Iq3TNesz1FS1mmNy0VUoy4dDo2N0Go0YmlOhyOEGWvH7gu3KNlzzA-3D-3D,144,1
https://clhzkltfafwolykndtauopcpeq-dot-gle39404049.rj.r.appspot.com/,204,1
http://www.parfumelle.com/,300,0
http://www.network18online.com/,192,0
http://en.wikipedia.org/wiki/Interactive_computation,264,0
http://www.dieteren.be/,-1,0
http://www.seroogys.com/,336,0
http://www.jefflindsay.com/2dfactorial.shtml,276,0
http://www.hotelmule.com/,156,0
http://www.washingtontradedaily.com/,264,0
http://www.philadelphiacandies.com/,288,0
http://biventf.hyperphp.com/,180,1
https://bezqyrdvnqoogaonymakmhclbv-dot-gle39404049.rj.r.appspot.com/,204,1
https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-81812632123516934893/,12,1
http://confirm-my-newpayees-support.com/,12,1
https://www.amazon-check-co-jp.x7i.top/,-1,1
http://www.coloradotheatreguild.org/,252,0
http://www.basmatiassociates.com/,216,0
https://www.raikuten.co-jp.mzqjfoww.cc/,12,1
http://dev.klinikmatanusantara.com/log-au/mpp/signin/0042/websrc,252,1
https://wavekitchen.com/bcpzonasegurabeta.viabcp.com/iniciar-sesion,24,1
http://www.fc-barcelonanews.com/,132,0
http://vir.yunen.ml/,-1,1
http://www.channelinfo.net/,264,0
http://www.deliveryswishome.cc/haktmcha,12,1
https://royalmail-packages.net/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
https://skyjhagzdxgxrdgejycqamhkds-dot-gle39404049.rj.r.appspot.com/,204,1
http://www.3dphoto.dk/,-1,0
https://grp02.id.rakutan-co-jpr.buzz/goto.php,-1,1
http://irs-claim.net,12,1
https://www.hbomaxfreetrial.com/,24,1
https://18-184-55-73.cprapid.com/cpra,48,1
http://www.youngswines.com/,240,0
http://royalmail.schedule-parcel-date.com/,12,1
http://ah.com.ge/wp-admin/aspx.php,-1,1
http://www.trust-chem.com/,-1,0
http://harishsen.tripod.com/,324,0
https://homesinlogin.com/_appPP/login-app.php,12,1
http://www.pcengines.ch/tp3.htm,-1,0
http://www.jstor.org/,360,0
http://electro-optix.com/,240,0
http://www.acudrved.com/,228,0
https://railcarpatient.com/fMo8diTsPGNKNIQpf82Vyln71lOjFPeUBD2OVWhKC4uqNlP2uSY2emagHYzmNOhprkengv7SACj,12,1
https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbBYCc_Qc2So5fcZRF96MHFjMFTXU09FXYKUYntCOkb46DNZgTYEduNajGdUDdu8C-2B0IKqPM7YxHrmdMJtpEAN5u8FuGDgwRTpcBqLaSGcXo-2Bey6mqAW9-2BRrpRKa9ltSZsjI5BtDnOjAIlsZ4lMdNFSCdDgfsPaQ5ErUSn8HuWdeCwdE1wLX6CI0sQbZXSdmLxarQF-2FQtphqRYxIXCH2-2Bn-2BXMv07K7RQ7grJC4gHVGDrXrD5hIRaa22bBs38idrjze-2Bm9SAsw5u4HrzVO93WKc2me1jkHQ5l3Nfgbihcu83gYiJGwqUHMSx453hzz5tIQrrWTqRX7UDa7LKVAo2Bvz2ZBqjFX4YHWuij52PpAUT19hIc2eXqIS9-2BfvCaTzbTp1GwW7VZGPCHdWvWUzD8X5NMVl-2FYzbfh4QYMEhxqgJByoczEJiwtrsjtNGvB7dLYrB3-2Ftq4EBhB7H4-2FWTBABhZJpgCEYa1uTApF0qOQ3WWTAnbjRYy6QheXhF6wmJv-2Bs-2FutbRBjlUUh-2FVjwabP73HlpcVq1o8ENKYqPU2CGxV96uVitL02w3QdNsyWnA1yBSgnB2TIQYm-2FHwa61jUnYb-2BdkN0lopwk-2F-2Fbbo-2FAeUbBQuAMOx0gTof9axPA2z2qyrWzg2-2FoYu73h8FhaJI6v93zcVzzyNSvGdYMxkGToKC3SQ7LrAyOnbw9K6sTFEGZIRJOMt0ICKqmANs7-2BIbVfmA5HN-2FNOabway376dtJfu5-2BwYwWZC3M4TVQP6mBCC9QQPSRrQxEHsB3C-2FOP9xogGe-2B6RwoYQU9Vf1eZLXtc5V3HQLFalewcyXZ-2FlA-2FPlZ6-2F3XA7vajIeth4sGAMveT0jJgHsrvc1UXT6W-2FiiZ71099MsKJBJ6wSQ-3D,144,1
https://breedserve.xyz/office2/,-1,1
http://qwfg.ml/newetrs/wtf/pro/,-1,1
https://biversum.com/media/system/images/modal/adv/service/payment.php?SessionID-xb=US.=.4537596._.fa8e55d865dabf23a267ed68ab8ae7e5.=.United%20States,108,1
https://oroma-42f59.web.app/login/indexx.php,-1,1
https://royalmail.co.uk-onlinetrack.com/banks/online.tsb.co.uk/,12,1
http://esic.nic.in/,204,0
http://www.job-hunt.org/,300,0
http://www.ninadesigns.com/,372,0
http://www.bibsoc.org.uk/,264,0
https://oroma-42f59.web.app/login/process.php,-1,1
http://olx-polska.ml,-1,1
http://www.kjivf.com/,192,0
https://olx-pl.pays-security24.ru/cash95422953,12,1
https://sbsinger.com/box/box/,120,1
http://docomokd.com,12,1
http://www.whippers.co.uk/,132,0
http://sloroasted.com/,264,0
http://exmortis.narod.ru/,265,0
http://twitter.com/rioferdy5,264,0
http://www.icpr.in/,168,0
http://contirmation.my.id/Security-Verification-page.php,12,1
http://www.historicalkits.co.uk/Manchester_City/Manchester_City.htm,192,0
http://www.stearmanworldflight.com/,300,0
https://www.venixotechnologies.com/wp-content/plugins/vpjkhj/c-a/connexion/7f1916abf2d138766bd5ed15e07fb36c/4faae6249a13ded7d1c6c39b0f4cf39c,48,1
http://bioeurovit.com/g/xx,24,1
http://www.pinkmoonrecords.com/,264,0
http://www.sonymax.tv/,96,0
http://www.bodyscentsations.com/,228,0
https://wester-waelder.ru/admin/BPD/Popularenlinea/Home.html,24,1
http://www.monographicreview.org/,12,0
http://www.floralandweddingsupplies.com/,12,0
https://sirak.se/wp-content/plugins/autoptimize/incgi/3cc697419ea18cc98d525999665cb94a,-1,1
http://cancel-payee-attempt.com/lloyds/Login.php,12,1
http://www.resumewiz.com/,276,0
http://www.potto.org/,216,0
http://www.physics.org/,-1,0
http://www.jeep.com/,312,0
http://www.acua.co.nz/,-1,0
https://royalmail.reschedule-missed-parcel.com/,12,1
http://bluegoddess.atspace.com/home.html,216,0
http://actomyosin.narod.ru/,265,0
https://www.reconfirmpost138167787.us/confirmsource.html,12,1
http://royalmail.parcel-arrange-redelivery.com/,12,1
https://66f.ir/chnmers/ecma.php,-1,1
http://www.19online.net/math/,204,0
https://messagerie-vocale-orange-pro-202158.yolasite.com/,156,1
https://royalmail-reship-fee.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
http://www.history-timeline.com/,264,0
http://bill-repayments.com/vodafone/account/,12,1
http://www.reuters.com/,360,0
http://northpolecoffee.com/,204,0
http://www.moreau.com/,348,0
http://www.autofacts.com/,312,0
https://www.payee-securityaffair.org/Login.php,12,1
http://info-whatsapp.otzo-itemdb91.ga/,-1,1
https://hbhruwqjfggliiavrmumbndfmn-dot-gle39404049.rj.r.appspot.com/,204,1
https://distrial.ec/bm/,-1,1
http://www.schoolsindia.com/,240,0
http://www.ig3emailmarketing.com/admin/temp/user/ig3emailmarketing.html,-1,1
http://www.canal-nantes-brest.fr/-/orange/58bbe/index2.html,12,1
https://www.amazon-check-co-jp.d7y.top/,-1,1
https://www.o2updatebilling-auth.com/Login/index?id=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d&amp;session=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d,12,1
http://tech.groups.yahoo.com/group/theory-edge/,336,0
https://www.lloydbank-accounthelp-secure.com/Login.php,12,1
https://servicemaillaposte93.wixsite.com/accueil,108,1
http://www.teaforte.com/,228,0
http://www.loanservicecenter.com/,264,0
http://www.geo-met.com/tommysmith/,252,0
http://www.indianscience.in/,60,0
http://www.holden.com.au/,-1,0
https://royalmail-item-charge.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
http://www.liverpoolfcnews.net/,168,0
http://www.svb.com/,288,0
https://chargementtransfertbc.000webhostapp.com/,72,1
http://www.javavino.com/,240,0
http://www.edgarbrown.com/,300,0
http://www.osti.gov/energyfiles/,-1,0
http://www.anniesaccentsbakery.net/,168,0
http://hawaiianbathbody.com/,276,0
http://www.wholesalejewelry.net/,336,0
http://www.dtcc.com/,324,0
http://mwnkvmmssxjennjyhedpfedyxf-dot-gle39404049.rj.r.appspot.com/,204,1
http://www.teaosophy.com/,216,0
https://royalmail-shipping-payment.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
https://boite-mms.web.app/,-1,1
https://ams3.digitaloceanspaces.com/sutododfdgd/index.html,72,1
http://cinemasightlines.com/,204,0
http://www.math.rutgers.edu/~sontag/fermi-eng.html,459,0
http://40.119.42.45/banks/BMO/,-1,1
http://www.goodecompany.com/,300,0
http://appalachianheritage.net/,108,0
https://royalmail-updatefees.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
http://ceo.uab.cat/academicnet/,-1,0
https://lpmoflpsmevdhpaifmqkjtcdir-dot-glmar9393293232323.uk.r.appspot.com/,204,1
https://www.xianzns.com/micro/oauth/ooo.html,36,1
http://euphony.uchicago.edu/,356,0
https://orange-client6.yolasite.com/,156,1
http://www.ticketzone.co.uk/,298,0
http://www.mathhelpforum.com/,204,0
http://www.ynwa.tv/,240,0
https://companys-1999649785643252300090.tk/Login_to_Facebook.html,-1,1
https://www.amazon-check-co-jp.l9p.top/,-1,1
https://kontoservice008.xyz/sp/anmeldung.php?starten=yYoGiUA69lLMBO48KsjtnrHz5RuX0N&shufflUri?=kUEW9hNb5yFq4LIA2Q0a,12,1
http://www.goldenoldies-records.com/,288,0
http://excelbeads.com/,168,0
http://www.searchenginecolossus.com/,276,0
http://lidiavianu.scriptmania.com/,276,0
http://forwarding.xj231.cn/,12,1
http://www.redden-net.com/,300,0
https://valeshoptv.com.br/JS/viid/,156,1
http://www.coffeebreakct.com/,264,0
http://plato.stanford.edu/entries/equality/,442,0
https://www2.cr.mufg.jp.szfffl.tokyo/404.html,-1,1
https://amazon.co.jp.gasiqqwja1.buzz/_,-1,1
http://www.rockaway.com.au/,-1,0
http://projects.exeter.ac.uk/RDavies/arian/scandals/,218,0
http://rm-redeliveryuk.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
https://www.fundacionlaboraldelmetal.es/bbdds/mkbbssl/572991ab2ee0eb25cce83bf00664215d/,-1,1
http://galjzmaugwhdpvznpzpihyyyzd-dot-gle39404049.rj.r.appspot.com/,204,1
https://www.amazon-check-co-jp.k5h.top/,-1,1
http://www.angelfire.com/mo2/Venegoni/,276,0
http://www.alljobsearch.com/,288,0
https://royalmail-unpaidparcelfee.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
http://www.umilta.net/bibliogr.html,276,0
https://mtxbtbqxwgyevoyeqeegyswsbb-dot-gle39404049.rj.r.appspot.com/,204,1
https://royalmail-mypackage.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
http://webtreecom.000webhostapp.com/wp-admin/images/index.html?jHBFdXE@Zs*DFCYGvbHUbNIJnOnOnIIuhBgvvgfcfxd$Ez*rdFCgvHBGVfcD,72,1
http://www.dutchforce.com/~eforum/,228,0
http://www.computerarticles.co.uk/,216,0
https://www.royalmail-secureparcel.com/verifylogin.php,12,1
https://signin.ea-winter.com/p/web1/,12,1
http://www.brad.ac.uk/peace/,237,0
https://myparcel-royalmail.com/,12,1
http://giri.in/,180,0
https://www.rmpackage-bill.com/banks/hsbc.co.uk/,12,1
http://www.harry-b.de/dokuwiki/doku.php?id=harry:cpm,-1,0
http://www.hepcat.se/,-1,0
http://www.skysports.com/manchester-united,354,0
http://www.therecruiternetwork.com/,252,0
http://www.fairydust.com/,288,0
http://www.hbmeyer.de/taupaeng.htm,-1,0
http://www.softwarejobsindia.com/,240,0
https://parcelreshipping.com/banks/hsbc.co.uk,12,1
http://oi.uchicago.edu/OI/DEPT/RA/RECREAD/REC_READ.html,356,0
http://www.popularmechanics.com/science/robotics/,324,0
https://observation-expert-ck35889674125864852309.tk/log2.php,-1,1
http://www.topix.com/business/financial-services,360,0
http://marylandfaeriefestival.org/,204,0
http://www.lilsoft.com/,240,0
http://outlookwebapp345654.moonfruit.com/,264,1
http://www.sterling-group.com/,348,0
http://www.thestage.co.uk/,408,0
http://lloyds-customer.com/,12,1
http://www.zejewelry.com/,216,0
https://arnazon-shopping.net/signim/,12,1
http://www.reconfirmpost138167787.us/confirmsource.html,12,1
http://perfumesamerica.com/,276,0
http://www.eposacrd.cc/,12,1
http://www.searchenginechallenge.com/,192,0
http://61.90.147.148/intranet/js/MARKET/F004f19441/11644210b.php?web=succes&local=_&id=77975486,-1,1
http://www.footiemap.com/,240,0
http://www.anandfoundation.com/,228,0
https://jinaka.com/P2Jhbm9pcj0yQzhoNVowRTI2Mm4=,204,1
http://www.dough-to-go.com/,300,0
https://abhijit623461.github.io/Facebook-login-page/,120,1
http://fd2821b14d3828306.temporary.link/ERFRV4R4RFRE/FDH94458FVRB/cool/login.php,-1,1
https://www.app-payee-deny.com/Login.php,12,1
http://www.tiptrickmod.com/,168,0
https://diamantesrecargas.com/freefire/,12,1
http://www.partsforantiqueguns.com/,252,0
https://onlinesupport-lloydbank.com/Login.php,12,1
http://vod.reliableiptv.com/images/spl_schedules/9bb3f43494bb4daaf65c9ea0f9a85c62/index.php?6a4824d2e27360de29a44de76f2f5a9b?dispatch=2b1D7zg4PaVNWXcQnVRUTjDUrMv4z9KCkLfslvwaGsYCpatN5l,144,1
https://arnazonyo.tokyo/,-1,1
https://livinglightcode.com/adm/amns/,12,1
https://accurateskate.com/office/index.php,12,1
http://bubbasqdining.com/,132,0
http://wmzhlieremguv.tonohost.com/?i=1,36,1
https://lloyduk-newpayee-registered-online.com/Login.php,12,1
http://www.businessmate.org/,144,0
https://txpqzgmhmivcvqwozsekyuavwd-dot-poised-bot-306515.uk.r.appspot.com/,204,1
http://metamasknet.io,12,1
http://www.suzuki.com/,312,0
http://leapnyc.org/,288,0
