url, no of iframe tags,no of hidden elements,no. script elements,presence of meta refresh tags,no of object tag,no of urls,presence of double documents,label
https://whatsapp-invitegrup.ddns.net/login.php,0,0,0,0,0,0,0,1
https://global-orient.com/ssL/auto/login/mps/index.php,0,0,0,0,0,0,0,1
http://ncbake-001-site1.htempurl.com/hwazwcylmn.html?jHBFdXEaZsXDFCYGvbHUbNIJnOnOnJIuhBgvvgfcfxdSEzXrdFCgHvBGVfcD,0,0,0,0,0,0,0,1
http://www.amlib.ch/,1,0,33,False,0,35,0,0
http://www.republicoftea.com/,1,0,28,False,0,329,0,0
http://zhbqionotmprqtefeaawgeoara-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
https://myee-actionsecure.com/,0,0,0,0,0,0,0,1
http://www.isoh.org/,0,0,0,0,0,0,0,0
http://smeo.org.mx/pi/b,0,0,0,0,0,0,0,1
https://gingerthaidallas.com/cito/chase/chase/verification-email.php,0,0,0,0,0,0,0,1
https://utwlpwxfnabfszhuhrscqdelxe-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.hauserchocolates.com/,0,0,0,False,0,4,0,0
https://www.kayserikornisci.com/wp-includes/SimplePie/-/SwissN/,0,0,0,0,0,0,0,1
http://fcbarcelona-spain.blogspot.com/,0,0,0,0,0,0,0,0
https://top-solcasino.club/,0,0,0,0,0,0,0,1
http://www.pulakoschocolates.com/,0,0,26,False,0,43,0,0
http://www.scientificamerican.com/article.cfm?id=augmented-reality-a-new-w,1,0,13,False,0,74,0,0
http://retuken.retakuooqn.xyz/,0,0,0,0,0,0,0,1
https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-44926928678698731662,0,0,0,0,0,0,0,1
https://cancel-new-payee-request.com/halifax/Login.php,0,0,0,0,0,0,0,1
http://www.creemorecoffee.com/,0,0,20,False,0,71,0,0
https://www.rtttravel.co/2021/banks/directing/easyweb.td.com/,0,0,0,0,0,0,0,1
http://www.delhi.gov.in/wps/wcm/connect/DoIT_Planning/planning/home,0,0,0,0,0,0,0,0
http://p2p.wrox.com/,0,0,13,False,0,1124,0,0
http://www.decoty.com/,0,0,0,0,0,0,0,0
http://www.congo-pages.org/timordiversnetwork/home.htm,0,0,0,0,0,0,0,0
http://user1garena-free-fire-usuarios.com/,0,0,0,0,0,0,0,1
http://httpsloginorangefr60.yolasite.com/,0,0,0,0,0,0,0,1
http://www-groups.dcs.st-and.ac.uk/~history/Indexes/Indians.html,0,0,7,False,0,75,0,0
https://kutt.it/ics-3d,0,0,0,0,0,0,0,1
https://smbc-card.com.gzdcgk.com/,0,0,0,0,0,0,0,1
http://www.memorymanagement.org/,0,0,6,False,0,26,0,0
http://leicestercityblog.blogspot.com/,0,0,17,False,0,173,0,0
https://royalmail-item-charge.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
https://messages84938845.com/login.php?9ItqlAexzh8NaRuWCvHPLyoEc6r31Vd70ikpFTsJZDUYwKOX5gQnmfBjb2GM4SbSWOAf047INle8FyujKwPX12MgarZ5RYzLviQstEm9qhkHxVpUG36nDBJcdTCo33044971=,0,0,0,0,0,0,0,1
https://gerentenbo.me/c/index.php,0,0,0,0,0,0,0,1
http://www.thepathfinder.in/,0,0,7,False,0,188,0,0
https://zdoydqgvkgsjizrojkyjroprzb-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.redandwhitekop.com/,0,0,12,False,0,50,0,0
https://web-wa.zzux.com/,0,0,0,0,0,0,0,1
http://www.kicknews.com/premier-league/liverpool/latest,0,0,0,0,0,0,0,0
http://www.cloudwine.com.au/,0,0,25,False,0,343,1,0
http://www.resumestrategy.com/,0,0,35,False,0,53,0,0
https://aplus.co.jp.rbfzcp.com/,0,0,0,0,0,0,0,1
https://mustafayigit.net/en.html?email=,0,0,0,0,0,0,0,1
http://www.dickrutan.com/,1,0,10,False,0,18,0,0
http://www.jumbovideo.com/,0,0,0,0,0,0,0,0
http://mamet.eserver.org/,0,0,0,0,0,0,0,0
http://footballaway.co.uk/,0,0,20,False,0,165,0,0
http://chocolatesonline.com/,0,0,44,False,0,54,0,0
http://en.wikipedia.org/wiki/Apple_Inc.,0,0,6,False,0,6300,0,0
https://haiifax.co.uk-gb-mydevice.uk/Login.php,0,0,0,0,0,0,0,1
http://www.fitnesolution.com/,0,0,27,False,0,2,0,0
https://o2updatedue-billing.com/,0,0,0,0,0,0,0,1
https://marketing.jffalcom.com.br/DHL/dhl/dhl/dhl/4b93189e1274760de78ae9eb172e27ce/,0,0,0,0,0,0,0,1
http://chatgroupwhatsapp.duckdns.org/,0,0,0,0,0,0,0,1
http://orionrobots.co.uk/,0,0,11,False,0,87,0,0
https://www.amazon-check-co-jp.b7f.top/,0,0,0,0,0,0,0,1
http://www.classontheweb.com/,0,0,0,0,0,0,0,0
http://www.vaibhavind.com/,0,0,0,False,2,9,0,0
https://royalmail.parcel-schedule.com/,0,0,0,0,0,0,0,1
https://dependant-stencils.000webhostapp.com/,0,0,0,0,0,0,0,1
https://uvsmwvavrcjzyostrcidayyzit-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
https://whatsapp.blazagency.com/71d11f8cdb38ac17a911f524a01521d2/,0,0,0,0,0,0,0,1
https://freshindemansfields.org/post/pdmGh/js/goto/full.php,0,0,0,0,0,0,0,1
http://app-manage-requests.net/,0,0,0,0,0,0,0,1
http://www.ceylon-tea.com/,0,0,35,False,0,57,0,0
http://www.city-forum.com/,0,0,0,0,0,0,0,0
https://tsb.co.uk-manageaccount.com/,0,0,0,0,0,0,0,1
http://www.cafenavilu.com/,0,0,0,0,0,0,0,0
http://www.softpanorama.org/Algorithms/,1,0,8,False,0,2000,0,0
http://www.lanasthelittlehouse.com/,0,0,11,False,0,84,0,0
http://www.flightofexcelsior.net/,0,0,0,0,0,0,0,0
http://twenty20league.blogspot.com/,1,0,13,False,0,78,0,0
http://www.seaboardwine.com/,0,0,0,False,0,0,0,0
http://www.tarshi.org/,0,0,0,0,0,0,0,0
http://awriteresume.com/,0,0,4,False,0,36,0,0
http://panahtimes.com/wp-includes/Requests/Utility/--/sincro/atendimento/,0,0,0,0,0,0,0,1
http://www.javaboulevard.com/,0,0,22,False,0,39,0,0
https://www.amazon-check-co-jp.i6h.top/,0,0,0,0,0,0,0,1
http://verivikasi-pemblokiran-fb5.cf/login.php,0,0,0,0,0,0,0,1
http://www.nlsa.com/,0,0,0,False,0,15,0,0
http://www.realmadrid.com/,1,0,52,False,0,467,0,0
http://hidrorede.com.br/ImportantFile/spider,0,0,0,0,0,0,0,1
http://www.thirdrockdesign.co.uk/,0,0,2,False,0,18,0,0
http://legendwife.com/luno/LUNO_2021/,0,0,0,0,0,0,0,1
https://gyubvsqwyxkvphwvgpmkavbsdw-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
https://www.amazon-check-co-jp.q8u.top/,0,0,0,0,0,0,0,1
https://indexondelmodeelin12478.000webhostapp.com/,0,0,0,0,0,0,0,1
https://detectedpayeenotices.com/lloyds/Login.php,0,0,0,0,0,0,0,1
https://chatwhatsappgrup-notnotreall.ml/,0,0,0,0,0,0,0,1
http://glogo.org/52/blockconfirm/recover.html,0,0,0,0,0,0,0,1
http://www.juniperridge.com/,0,0,45,False,0,43,0,0
https://www.royalmail-secureparcel.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://www.magnoliasprings.net/,0,0,0,False,0,1,0,0
http://vmqxhagmyleckhrooraulycbne-dot-gl099898987fhkl.uk.r.appspot.com/,0,0,1,False,0,0,0,1
http://srfestival.com/,0,0,0,0,0,0,0,0
http://gentle.magnusmanske.de/,0,0,0,False,0,33,0,0
http://www.olivefilms.com/,0,0,0,0,0,0,0,0
http://www.chocolatesource.com/,0,0,0,False,0,1,0,0
http://www.sights-and-culture.com/,0,0,9,False,0,29,0,0
https://active-page-term-dashboard.my.id/,0,0,0,0,0,0,0,1
https://customers.d3b57uo3tsaxy1.amplifyapp.com/redirect-hbt.html,0,0,1,False,0,0,0,1
https://rxpwtetasancamqlbusefctqlm-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://www.aplus-co-jp.cc/login.html,0,0,0,0,0,0,0,1
https://maassengeer2021.000webhostapp.com/,0,0,0,0,0,0,0,1
http://www.astonmartin.com/,1,0,4,False,0,2,0,0
http://www.celestialseasonings.com/,2,0,24,False,0,52,1,0
https://vfcfthrlctfjyzvwpnpwozlwas-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
https://join-grupwahott.forumz.info/,0,0,0,0,0,0,0,1
https://sfrmail1.wixsite.com/my-site-2,0,0,0,0,0,0,0,1
http://aexyzaktybsqxhsuhrxagoebry-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
https://whatsapp.blazagency.com/3cca973405197b4d95b3efd148b3dd9a/,0,0,0,0,0,0,0,1
http://www.ombe.com/,1,0,16,False,0,97,0,0
http://www.laligahighlight.blogspot.com/,0,0,17,False,2,65,0,0
http://blueflamemarketing.us/OH2/GG8/Office365.php,0,0,0,0,0,0,0,1
https://lloy-dsuk-onlinebanking.com/Login.php,0,0,0,0,0,0,0,1
http://web2.airmail.net/ktrig246/out_of_cave/mf.html,0,0,0,0,0,0,0,0
https://mail.support-my-new-device.com/Login.php,0,0,0,0,0,0,0,1
https://www.decline-payee-app.com/Login.php,0,0,0,0,0,0,0,1
http://bit.do/accesserver?email=Tariq.Shahab@sc.com,1,0,2,False,0,0,0,1
http://www.changyuhx.com/,0,0,0,0,0,0,0,0
http://www.doingthe92.com/,0,0,8,False,0,24,0,0
http://www.meetapandit.com/,2,0,29,False,0,128,0,0
http://182.16.30.220/ap/signin?openid.pape.max_auth_age=0&amp;amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.assoc_handle=jpflex&amp;amp;openid.mode=checkid_setup&amp;amp;key=a@b.c&amp;amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;amp;&amp;amp;ref_=nav_em_hd_clc_signin,0,0,7,False,0,11,0,1
https://consultorias.org/block,0,0,0,0,0,0,0,1
http://www.freeinfidel.com/,1,0,0,False,0,0,0,0
http://www.bnt-chemicals.de/,1,0,29,False,0,80,0,0
https://tsvfbhudbcesyyuqucsquhkihl-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://www.chethams.org.uk/,0,0,24,False,0,159,0,0
https://www.venixotechnologies.com/wp-content/plugins/vpjkhj/c-a/connexion/7f1916abf2d138766bd5ed15e07fb36c/4faae6249a13ded7d1c6c39b0f4cf39c/,0,0,0,0,0,0,0,1
https://royalmailparcel-alert.com/,0,0,0,0,0,0,0,1
http://www.go4expert.com/,0,0,9,False,0,589,0,0
http://www.piccadillyrecords.com/,0,0,7,False,0,348,0,0
https://mail.accountstatus-mobile.xyz/,0,0,0,0,0,0,0,1
https://messagerie-orange-vocal-20213.yolasite.com/,0,0,0,0,0,0,0,1
https://mtxbtbqxwgyevoyeqeegyswsbb-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.keltickat.net/,0,0,0,0,0,0,0,0
http://www.flavorus.com/,0,0,0,0,0,0,0,0
http://www.vietnamhost.com/huongviet_service/,0,0,5,False,0,51,0,0
https://fzajrvxkawovyxtrixjqtdlako-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.landmarkcoffee.com/,0,0,0,0,0,0,0,0
http://www.naturesbestsoaps.com/,0,0,0,0,0,0,0,0
http://www.steelandsilver.com/,0,0,9,False,0,313,0,0
https://robloxfollowerbotgi.000webhostapp.com/,0,0,0,0,0,0,0,1
http://www.tutorialmasters.com/,0,0,0,0,0,0,0,0
http://www.fcbarcelona.com/,0,0,20,False,0,404,0,0
http://home.earthlink.net/~jenniewebb/,0,0,0,0,0,0,0,0
http://bit.do/dhl-expres,0,0,3,False,0,9,0,1
https://mzzhxktszzuasyqqxyxavfknzm-dot-gle39404049.rj.r.appspot.com/,0,0,0,0,0,0,0,1
http://www.skysports.com/leicester-city,6,0,40,False,0,223,0,0
http://liinwww.ira.uka.de/bibliography/Misc/HBP/,0,0,1,False,0,91,0,0
http://champagnegifts.com/,0,0,0,0,0,0,0,0
https://confirm-my-newpayee-help.com/Login.php,0,0,0,0,0,0,0,1
https://whatsapp.blazagency.com/37966a2cfb2a85118bed1382388d8cdc/,0,0,0,0,0,0,0,1
https://www.help-securellyod.com/Login.php,0,0,0,0,0,0,0,1
http://www.thebigproject.co.uk/football/liverpool/index.htm,0,0,5,False,0,119,0,0
http://www.pon.harvard.edu/,1,0,51,False,0,132,0,0
http://www.patsyscandies.com/,0,0,34,False,0,55,0,0
http://bostoncoffeecake.com/,0,0,0,0,0,0,0,0
http://claus.bz/983467232/LUNO/,0,0,0,0,0,0,0,1
http://www.robinlionheart.com/gamedev/genres.xhtml,0,0,0,False,2,331,0,0
http://www.fanbase-links.co.uk/leicester_city_football_links.html,0,0,20,False,0,140,0,0
http://www.tenren.com/,0,0,15,False,0,111,0,0
http://www.chat-whatsapp8jhvztulp7ajofk9jua3jfi3s4.duckdns.org/,0,0,0,0,0,0,0,1
http://kopworld.net/,0,0,0,0,0,0,0,0
http://www.caesarscoffee.com.au/,0,0,116,False,0,143,0,0
https://whatsapp.blazagency.com/3b59d099c65420054f005a5ae1c20ff7,0,0,0,0,0,0,0,1
http://www.career.com/,0,0,0,False,0,0,0,0
https://webmart.tw/wp-admin/css/colors/invoice/DHL/Seleccione_medio_de_pago.php,0,0,0,0,0,0,0,1
https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbQpky_z8cn-2F-2BH2XWm5gIxhVTQhtp6htRbK51vhATjWerNQNrnOkcgrAvYbBGSYlIbynl1Mv3MDiF-2BmBzR4BSAyem7SE9Dw9CmyXPwtH4r-2B4WopPPzDDDHOrEF6Jrg3CJkthYFUtC6S3XxAHypqXjF3tpmW52kMcPErMWo7LeAXrH6gINj97wErIQemrnOT1jnVX0VGuvP7m7x3WfjqkFISvOWxfBUzh0FpFOhZjoRbndbWwFovsVjs8V-2BWFEeu5beDvdqnH1iCD9VIU2RR-2BBqfhhEcHtE-2BzV7xZ8NPFYeC9D3T9IabstNzpeBSRa327NhgfjMvYdbVj95Znlp-2BJVoztRaXRqgQydcaHT6FDcMxLQRT4YgRNtREaEpIMHIBWwTDkWaNdKQBf-2BCCoxOiEr3st8ayKMyr4spj6CSlVAIxKh3jh-2BHjfmE-2Bs-2Bya0DpCfVJZBS983ahjcIhDJ0nVFFMjSID7fxUVeN4r3foITSns-2ByFPtB3cd0UgA9I1aaXf42L79A-2FE7662tgmow-2BErXRorZ042D32gW-2BPeLBm-2Bxar6jzSsvaZF3m9gVvsfCNRJ3Rukc9q0CkMcMdK-2Fv5zBhLO-2BqmYH5vF5izTi2JRrC6sMv1MIAVsV-2BSGrE34QvFVb0srOwFyoxR8dwgXJr9XUbY6bJTba2k5hyeQMT55yao0xtgekDXVAUSIOhHjl7BK3-2FlCftRztRzjBrKTlkOCZOGHvfL2ZD2yeZYQ0s-2FV8um4JrCM7XvmwDHz66axGr1S4FXDJxG970pesRdYtW8JsFEPANVFNeJOhP1LAoCfgut6CfFi-2BE00ffQdPMJWxJZFejJTBMpUw6n-2B5-2FFPs1aDskpzc1MvulGz8tDpKMl5AdANmTg3d2f0-3D,0,0,0,0,0,0,0,1
http://delhimedicalcouncil.org/,0,0,23,False,0,92,0,0
http://www.wildwoodguns.com/,0,0,1,False,0,12,0,0
https://culture-philippeville.be/img/r5tgghhrtdtedsdfggrrrffdtftyt545yfdfghyg6ugfghjhfygfghjityutifghjhktiuy89tr89utjyuyjjuyhjtuyhgjtthmnbhjgyr5ee5543.php?email=christos.metsios@valvoline.com,0,0,0,0,0,0,0,1
http://www.resumewriters.com/,1,0,29,False,0,65,0,0
https://hsbc.secure-cancel-payments.com/Login.php,0,0,0,0,0,0,0,1
http://www.synchronopedia.com/,0,0,18,False,0,60,0,0
http://www.bestjobsus.com/,0,0,3,False,0,3,0,0
http://www.hawthornecoffee.com/,0,0,0,0,0,0,0,0
https://casino-sol.club/,0,0,3,False,0,80,0,1
https://valeshoptv.com.br/JS/viid/,0,0,0,0,0,0,0,1
http://www.journals.elsevier.com/archives-of-biochemistry-and-biophysics/,1,8,20,False,0,188,0,0
https://secure.login.aliexpress.com.coin-balance.com/entscheidung-817277406681628&amp;cgi3-viewkontakt-817277406681628-007acctpagetype-817277406681628_33445-gesendet,0,0,0,0,0,0,0,1
http://hummelf.hyperphp.com/,0,0,0,0,0,0,0,1
http://billywright0.tripod.com/,1,0,7,False,0,5,True,0
http://www.dag-hammarskjold.com/,0,0,5,False,0,1,0,0
https://rb.gy/gqbp5w?Facebook_Update,0,0,0,0,0,0,0,1
https://audioprobootcamp.com/FA-Securefiles/FA-Files/,0,0,0,0,0,0,0,1
http://www.hetrippin.com/,0,0,6,False,0,19,0,0
https://wavekitchen.com/bcpzonasegurabeta.viabcp.com/iniciar-sesion,0,0,0,0,0,0,0,1
http://www.healthwisecoffee.com/,0,0,35,False,0,27,0,0
https://www.amazon-check-co-jp.w7g.top/,0,0,0,0,0,0,0,1
http://www.irvingfarm.com/,0,0,47,False,0,52,1,0
http://www.buick.com/,0,0,19,False,0,145,0,0
https://payeeinfoalerted.com/lloyds/Login.php,0,0,0,0,0,0,0,1
http://www.teanobi.com/,0,0,33,False,0,62,True,0
http://hsbc.online-cancel-pay.com/Login.php,0,0,0,0,0,0,0,1
http://www.nri.gujarat.gov.in/,0,0,0,0,0,0,0,0
https://dkbscure.com/verx,0,0,0,0,0,0,0,1
http://daviviiendaa.xyz/,0,0,0,0,0,0,0,1
https://active-page-dashboard.my.id/,0,0,0,0,0,0,0,1
http://www.ratnasagarjewels.com/,0,0,34,False,0,320,0,0
http://www.greatmirror.com/,0,0,8,False,0,89,0,0
http://www.cuppa.ca/,1,0,3,False,0,7,0,0
http://mihchigini.club/css,0,0,0,0,0,0,0,1
http://dev.klinikmatanusantara.com/log-au/mpp/signin/080a/websrc,0,0,0,0,0,0,0,1
https://royalmail.reschedule-missed-parcel.com/,0,0,0,0,0,0,0,1
https://www.whatsapp-info.guidtxt87.ga/,0,0,0,0,0,0,0,1
http://gray-seddon-tea.com/,0,0,0,0,0,0,0,0
http://www.dripcoffeeco.com/,0,0,25,False,0,44,0,0
https://www.recipient-authorisation-secure.com/Login.php,0,0,0,0,0,0,0,1
https://itac.edu.az/Inv/,0,0,0,0,0,0,0,1
http://www.whittard.co.uk/,2,0,31,False,0,304,0,0
http://www.gtislig.org/,0,0,0,0,0,0,0,0
http://consc.net/phil-humor.html,0,0,28,False,0,204,0,0
http://www.hkbu.edu.hk/~ppp/bth/,0,0,4,False,0,31,0,0
https://grupsalingberbagi.janda-65x-net.gq/login.php,0,0,0,0,0,0,0,1
http://realmadridzone.blogspot.com/,4,0,16,False,0,470,0,0
http://www.foreversweet.net/,0,0,17,False,0,63,0,0
http://www.theguardian.com/football/manchester-united,1,0,8,False,0,183,0,0
http://www.stonesandfindings.com/,0,0,0,False,0,3,0,0
http://www.marcolympics.org/,0,0,1,False,0,3,0,0
http://www.philcoradio.com/,0,0,0,False,0,16,0,0
http://www.kyelateas.com/,0,0,0,False,0,0,0,0
http://asianage.com/,1,0,28,False,0,288,0,0
http://www.myfilmy.com/,0,0,0,0,0,0,0,0
http://www.chrysler.com/,1,0,15,False,0,115,0,0
https://www.royalmail-unpaidparcelfee.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
https://anazon.co.jp.wqgfsds.buzz/_,0,0,0,0,0,0,0,1
http://banking.sparkasse.de-id1897ajje9021ucn9345514ah10zb1092uhda.xyz/spk,0,0,0,0,0,0,0,1
http://www.rhinestonejewelry.com/,0,1,53,False,0,70,1,0
http://www.nrm.se/,0,0,14,False,0,121,0,0
http://www.progenygenetics.com/,1,0,20,False,0,49,0,0
http://www.agnesmilowka.com/,0,0,14,False,0,55,0,0
http://www.cfo.com/,0,0,0,0,0,0,0,0
http://uilspavwghrlzcyktizluancrj-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://timesofindia.indiatimes.com/,0,0,0,0,0,0,0,0
http://rulesfb-5eqchrmkukvi.webport.ca/connect.html,0,0,0,0,0,0,0,1
https://retuken.retukunaswfczz.icu/,0,0,0,0,0,0,0,1
http://www.gwssb.org/,0,0,0,0,0,0,0,0
http://180.215.1.188/ap/signin?key=a@b.c,0,0,0,0,0,0,0,1
https://activel-secures.weebly.com/,0,0,0,0,0,0,0,1
http://www.quietdiver.com/,0,0,13,False,3,143,0,0
https://dmnfjjwoakwsnglyxtshkimfte-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
https://revoke-newly-added-payee.com/lloyds/Login.php,0,0,0,0,0,0,0,1
http://www.vectorkids.com/,0,0,0,0,0,0,0,0
https://s.codetasty.com/bfsad/driv/,0,0,0,0,0,0,0,1
http://www.merkle.com/,0,0,0,False,0,75,0,0
http://www.mymothersdelicacies.com/,0,1,26,False,0,34,1,0
http://tapani.olkku.net/stadeng.htm,0,0,0,0,0,0,0,0
http://www.quanlichem.com/,0,0,0,0,0,0,0,0
https://railcarpatient.com/fMo8diTsPGNKNIQpf82Vyln71lOjFPeUBD2OVWhKC4uqNlP2uSY2emagHYzmNOhprkengv7SACj/,0,0,0,0,0,0,0,1
https://anarosha.ltd/template/adupte/index.html,0,0,0,0,0,0,0,1
http://www.estates.nic.in/,0,0,0,0,0,0,0,0
http://math.sun.ac.za/~prodinger/,0,0,0,False,0,61,0,0
https://rm-uk-delivery03.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://atozhomeappliance.com/tx/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=88&amp;id=2957155763,0,0,0,0,0,0,0,1
http://khoiphucfb.cf/,0,0,0,0,0,0,0,1
https://www.o2updatebilling-auth.com/Login/index?id=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d&amp;session=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d,0,0,0,0,0,0,0,1
https://www.donnellychocolates.com/,1,0,8,False,0,10,0,0
http://main.d1o5w2cgv976pr.amplifyapp.com/,0,0,9,False,0,2,0,1
http://www.willnaylor.com/wnlib.html,0,0,2,False,0,16,0,0
https://olx-pl.delivery-info.xyz,0,0,0,0,0,0,0,1
http://www.mysticpizza.com/,0,0,2,False,0,6,0,0
http://sic-week.000webhostapp.com/,0,0,0,0,0,0,0,1
https://royalmail-packageformfee.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
http://appalachianheritage.net/,0,0,0,0,0,0,0,0
https://oroma-42f59.web.app/banksWellsFargo/pin.php,0,0,0,0,0,0,0,1
http://www.degyshop.com/,0,0,0,False,0,0,0,0
http://www.bellalunaboutique.bizhosting.com/,0,0,3,False,0,21,0,0
http://www.crabtree-evelyn.com/,1,0,36,False,0,230,1,0
http://www.skinanapothecary.com/,0,0,76,False,0,10,0,0
https://smbc-card.com.syplw.cn/404.html,0,0,0,0,0,0,0,1
https://acesso-internet-banking.com/caixa.php,0,0,0,0,0,0,0,1
https://dvgsdjkvbhjsdk.wixsite.com/my-site,0,0,0,0,0,0,0,1
https://www.management-payee-verify-request.com/Login.php,0,0,0,0,0,0,0,1
https://hsbc.cancel-online-payments.com/Login.php,0,0,0,0,0,0,0,1
http://www.sexarchive.info/,0,0,0,0,0,0,0,0
https://whatsapp.blazagency.com/71d11f8cdb38ac17a911f524a01521d2,0,0,0,0,0,0,0,1
https://royalmail.co.uk-onlinetrack.com/,0,0,0,0,0,0,0,1
https://royalmail-reschedulepackage.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
https://www.remove-authorise-recipient.com/Login.php,0,0,0,0,0,0,0,1
http://plato.stanford.edu/entries/constitutionalism/,0,0,6,False,0,135,0,0
https://rogerswarrior.000webhostapp.com/,0,0,0,0,0,0,0,1
https://esferabonusresgate.westeurope.cloudapp.azure.com/,0,0,0,0,0,0,0,1
http://olympic-museum.de/,0,0,1,False,0,77,0,0
http://sunglobeshipping.com/page,0,0,0,0,0,0,0,1
https://pssmedicareworkshop.com/Billing.php?LOB=Verfiy_Info,0,0,0,0,0,0,0,1
https://whatsapp.blazagency.com/23fc5ce5be9bbf75ab16bd25ebd1e1d5/,0,0,0,0,0,0,0,1
https://pwcs-co.ml/?login=do,0,0,0,0,0,0,0,1
http://www.directfloral.com/,0,0,0,0,0,0,0,0
http://www.afloral.com/,0,0,61,False,0,124,1,0
https://forwarding.xj395.cn/signin/?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signin,0,0,0,0,0,0,0,1
http://www.rudralife.com/,1,0,42,False,0,220,0,0
http://atozhomeappliance.com/tx/home/ji5zmy=/,0,0,0,0,0,0,0,1
http://researchweb.watson.ibm.com/ismm04/,0,0,0,0,0,0,0,0
https://olx.pl-post.cyou,0,0,0,0,0,0,0,1
http://claim-irs.com,0,0,0,0,0,0,0,1
http://www.robicheauxcandy.com/,0,0,5,False,0,1,0,0
http://runningwildspirit.com/,0,0,1,False,0,69,0,0
http://www.arborteas.com/,1,0,25,False,0,208,0,0
http://www.nicebradnlook.tonohost.com/,0,0,0,0,0,0,0,1
https://www.amazon-check-co-jp.l2e.top/,0,0,0,0,0,0,0,1
http://www.goldenradioservice.com/,0,0,3,False,0,14,0,0
https://av-villas-personas.com/,0,0,0,0,0,0,0,1
https://roxcasinos.ew.r.appspot.com,0,0,0,False,0,0,0,1
http://rare-wine.de/,1,0,6,False,0,52,0,0
http://www.rakuten3.shop/,0,0,0,0,0,0,0,1
https://kassdrprhriaubkwkqjhpbdbsd-dot-poised-bot-306515.uk.r.appspot.com/,0,0,1,False,0,0,0,1
https://lloyd.activityreview-check.com/Login.php,0,0,0,0,0,0,0,1
https://disconnect-device-online.com/Login.php,0,0,0,0,0,0,0,1
http://www.unilever.com/,0,0,0,0,0,0,0,0
http://www.privathospital.org/,2,0,12,False,0,73,0,0
http://www.geniusfind.com/,1,0,4,False,0,30,0,0
https://payeedetectedalert.com/lloyds/Login.php,0,0,0,0,0,0,0,1
https://htxcleaning.com/Proposal/Proposal,0,0,0,0,0,0,0,1
https://cjwknrjiijedcwslryqqguslno-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
http://allegro-pl-7e2a33.ingress-daribow.easywp.com/logownie/form,0,0,0,False,0,0,0,1
http://www.arkem.com.tr/,0,0,25,False,0,107,0,0
