,url,duration,label
44,https://fwcfmuzsowlibaupgfvxgajamk-dot-gle39404049.rj.r.appspot.com/,204,1
45,http://mail.tsay017.c0dashop.com/,12,1
46,http://www.settlersindia.com/,276,0
47,http://www.rosettis.com/,264,0
48,http://www.kungfu.cc/kf_list.shtml,338,0
49,http://www.gbslinens.com/,276,0
50,http://www.abcfeelings.com/,277,0
51,https://sqairqessehilunlzweccacaih-dot-gle39404049.rj.r.appspot.com/,204,1
52,https://itkrduskavqysizkizuahecmau-dot-gle39404049.rj.r.appspot.com/,204,1
53,https://jcb-co-jp-iss-mobile-open-ewsb.top/?page=login,-1,1
54,https://dierct-cuenta-online.com/A/r4/index.php,12,1
55,http://in.jobsdb.com/IN,276,0
56,http://www.umbrellaclubla.com/8sf7f57sf687a68sf68dg78d88sf6f7fsfg3dg24gd235dg7hh87hd6g6d6fh7h6fh/Log%20in%20_%20WeTransfer.php,96,1
57,http://shastrifc.com/,12,0
58,http://www.horstheld.com/,276,0
59,http://www.abcr.de/,-1,0
60,http://bedfordwines.com/,300,0
61,https://www.cia.gov/library/publications/world-leaders-1/IN.html,-1,0
62,http://www.thinkingblocks.com/ThinkingBlocks_AS/TB_AS_Main.html,192,0
63,http://www.naturismfitz.com/,180,0
64,http://www.nicebradnlook.tonohost.com/,36,1
66,https://www.lloysecauth.com/Login.php,12,1
67,http://touring-india.chez-alice.fr/,156,0
68,http://www.dfwvases.com/,168,0
69,http://www.crystal-sets.com/,12,0
70,https://paypial-us.com/,12,1
71,https://rblxapiv7.000webhostapp.com/,72,1
72,https://dvyqrabdukziycbjrstaumjvtr-dot-gle39404049.rj.r.appspot.com/,204,1
73,https://resecured-mypayees.com/Login.php,12,1
74,http://www.grapeswine.com/,264,0
75,https://ee-billing-home.com/,12,1
76,http://www.professionalresumes.com.au/,-1,0
77,http://www.meetapandit.com/,240,0
78,https://mail.arigo.ng/.well-known/tracking-ch/login/index.php?trackid=CS471210241DE,-1,1
79,http://www.primeaumusic.com/,324,0
80,http://kopral-jono-giveaway-akun.duckdns.org/,192,1
81,http://www.bio.davidson.edu/courses/genomics/mirror/Urchin/u0maps.htm,362,0
82,http://www.marketwire.com/,288,0
83,https://oroma-42f59.web.app/rabo/inloggen.php,-1,1
84,http://dst.gujarat.gov.in/,216,0
85,http://ovaismirza-politicalthoughts.blogspot.com/,252,0
86,http://suspfacebookcom-81448794.nightaway.ca/connect.html?timelimit=eb0a9edccea90e37ea7c82e460ec1416,48,1
87,http://www.dicolympic.com/,48,0
88,http://www.journals.elsevier.com/biophysical-chemistry/,336,0
89,https://royalmail-packageformfee.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
90,https://www.lloydbank-deviceaccess.com/Login.php,12,1
91,http://main.d1o5w2cgv976pr.amplifyapp.com/,36,1
92,https://www.secure-payee-review.net/Login.php,12,1
93,http://www.sugarboo.com/,276,0
95,http://njjcsqfzckliiuewjgrejgzuna-dot-gle39404049.rj.r.appspot.com/,204,1
96,http://www.bindass.com/,228,0
97,https://royalmail-reschedulepackage.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
98,http://www.sevencups.com/,228,0
99,http://www.paper-clip.com/,384,0
100,https://accesoclientesservices.com/b/acceso-clientes/,12,1
101,http://www.sinotradenet.com/,276,0
102,https://flatwaredawn.com/uc/,12,1
103,http://www.recordandtapetraders.com/,276,0
104,http://www.flashq.org/,228,0
105,http://www.cardno.info/,216,0
106,https://pichincha-security.com/pichi.html,12,1
107,https://htxcleaning.com/Proposal/Proposal,24,1
108,https://www.royalmail-secureparcel.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
109,https://royalmail.support-helpuk.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
110,http://143.92.51.124/ap/signin?key=a@b.c,-1,1
111,http://scitation.aip.org/content/aip/magazine/physicstoday,396,0
112,http://www.neuron.co.uk/,324,0
113,http://top-solcasino.club/,12,1
114,http://sound.jp/strangelove/,-1,0
115,https://roxcasinos.ew.r.appspot.com,204,1
116,http://en.wikipedia.org/wiki/Hillsborough_disaster,264,0
117,http://www.moscowrenfair.org/,264,0
118,http://omesqiwines.de/Amazon/931f7664fffbe94f27a09562eb226473/information.php,-1,1
119,http://www.afloral.com/,288,0
120,https://www.support-verify-newtransfers.com/Login.php,12,1
121,http://www.perfumecenter.com/,288,0
122,http://sugardannys.com/,12,0
123,http://www.resumeprose.com/,240,0
124,http://www.ingeborgs.com/,336,0
125,http://artilect.org/,264,0
126,http://safetyguard-001-site1.itempurl.com/help.htm,96,1
127,http://www.portwine.com/,252,0
128,https://pemblokiran-facbook.duckdns.org/,192,1
129,https://zhbqionotmprqtefeaawgeoara-dot-glmar9393293232323.uk.r.appspot.com/,204,1
130,https://s.id/oiuyyu88766556,96,1
131,https://www.royalmail-onway.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
132,https://qlymwdrkqugrpnxsxpwupxcmch-dot-glmar9393293232323.uk.r.appspot.com/,204,1
133,http://www.sit.edu/graduate/contact-program.cfm,308,0
134,http://www.ambergallery.lt/,36,0
135,http://www.davis-inc.com/rmftl,312,0
136,http://btcommunicationbusiness.weebly.com/,192,1
137,http://zfskdnhnzmegbpxnljnhuspleu-dot-gle39404049.rj.r.appspot.com/,204,1
138,https://royalmail-unpaid-shipping-fee.com/banks/online.citi.eu/,12,1
139,https://andinabeer.com/d.php,12,1
140,http://www.quanlichem.com/,-1,0
141,https://smart2host.com/45454/next.php?ss=2&amp;email=YWNjb3VudHNwYXlhYmxlQGdjZ2FtaW5nLmNvbQ==,60,1
142,http://clarkdd.tk/?login=do,-1,1
143,http://www.alertedpayeeinfo.com/lloyds/,12,1
144,https://drshimashadman.ir/,-1,1
145,http://www.dvdwb.com/,312,0
146,http://www.algolia.com/,144,0
147,http://www.cut-the-knot.org/ctk/August2001.shtml,240,0
148,http://www.brighter.com.hk/,-1,0
149,https://www.micard.co.jp.rkfcw.com/,36,1
150,https://skandasmk-colmek8.mydad.info/login.php,240,1
151,http://www.kingpelican.com/,228,0
152,http://www.octave.org/,264,0
153,http://www.numerical-methods.com/,264,0
154,https://olx.pl-sprzedaz.shop/login/ipko/?id=633b8c37ea574636d273dee41f36e2aa,-1,1
155,http://www.onlinehelp-uk.com/,48,0
156,http://dev.klinikmatanusantara.com/log-au/mpp/signin/0d64/websrc,252,1
157,http://www.vibranture.com/,240,0
158,http://mamet.eserver.org/,300,0
159,https://micmsnout.weebly.com/,192,1
160,http://dev.klinikmatanusantara.com/log-au/mpp/signin/00b8/websrc,252,1
161,https://www.sparkassen-giroverband10.xyz/sp/anmeldung.php?starten=4IDofT0ENeU58KuhlgvtGVyXSHcMwC&amp;shufflUri?=KMt0c5IiNG6LUhuYAgFo,12,1
162,http://www.teteas.com/,288,0
163,https://www1.smbe-card.zdhdq.cn/404.html,12,1
164,http://northcountyluxuryrealestate.com/Lunosaisd/LUNO_2021/,60,1
165,https://facabook.in/,12,1
166,http://canal-nantes-brest.fr/-/orange/f0d91/index2.html,12,1
167,http://www.canal-nantes-brest.fr/-/orange/435ca,12,1
168,https://xn--www-bmobnking-pf2g.com/page1.php,12,1
169,https://ib2-security.com/att/classic/mobile/home.php,12,1
170,http://bolicarp.com/chase/chase.com-RD148-simple-finish/,12,1
171,https://mps-acceso.com/accedi/,12,1
172,http://www.manorresources.co.uk/,264,0
173,https://www.amiozan.co-jp-azmiazmoznozanm.buzz/,-1,1
174,http://www.teasetc.com/,300,0
175,https://rechnungmobile.de/login/,-1,1
176,http://archost.net.au/mkb.hu/mkb/b141078ee99da655ec1016e4333ef007/login.php?cmd=account-service.com/login/account/update_submit&amp;id=1906d10ea61aad9e5d1668abd73d17651906d10ea61aad9e5d1668abd73d1765&amp;session=1906d10ea61aad9e5d1668abd73d17651906d10ea61aad9e5d1668abd73d1765,-1,1
177,http://sssilkplaster.in/cxpsufirde.html?jHBFdXEaZsXDFCYGvbHUbNIJnnOnOnJIuhBgvvgfcfxdSEzXrdFCgvHBGVfcD,24,1
178,http://www.fye.com/,300,0
179,https://ale-dip.000webhostapp.com/,72,1
180,http://www.skysports.com/leicester-city,354,0
181,https://amazon-account-verification.lokimblematics.com/,12,1
182,https://royalmailparcel.attempted-delivery.com/,12,1
183,http://www.dickrutan.com/,252,0
184,https://rebelution-expert-ck3771548791586435298568860.tk/log2.php,-1,1
185,http://www.plpg.com.au/access/WellsFargo/WellsFargo/wells/,-1,1
186,https://www.verificationpayment.com/Login.php,12,1
187,https://40-124-74-85.cprapid.com/hot/hot/,48,1
188,http://www.renfestival.com/,312,0
189,http://www.funbrain.com/football/,288,0
190,https://rogerswarrior.000webhostapp.com/,72,1
191,https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-44926928678698731662,12,1
192,http://www.highlinercoffee.com/,228,0
193,https://www.securelloyd-help-app.com/Login.php,12,1
194,http://hsbc.online-pay-cancel.com/Login.php,12,1
195,http://www.amlib.ch/,-1,0
196,https://preception-ck4885213697856932416582355801.tk/Login_to_Facebook.html,-1,1
197,http://elmwoodinn.com/,300,0
198,http://www.betterbaker.com/,372,0
199,http://www.popswine.com/,360,0
200,http://www.nine-9s.com/,228,0
201,https://kontoservice007.xyz/sp/,12,1
202,http://tulsagrad.ou.edu/csdc/,310,0
203,http://lloyduk-online-banking.com/lloyds,12,1
204,"https://secure.runescape.com-vzla.ru/m=weblogin/loginform611,879,564,74976469,2167",12,1
205,http://www.waligaimports.com/,264,0
206,https://giroverbandkundendienst-sparkasse03.xyz/sp/anmeldung.php?starten=NezfIFJRysBCdwEVvQh8XMab4cnUo3&shufflUri?=HI4TWfStA8xhgaVzQq9i,12,1
207,http://www.andhrajyothy.com/,228,0
208,http://biophys.annualreviews.org/,324,0
209,http://www.cdlps.com/,264,0
210,http://midnightsuncoffeeroasters.com/,120,0
211,http://olxpraca.pl,-1,1
212,https://whatsapp.blazagency.com/3cca973405197b4d95b3efd148b3dd9a,12,1
213,http://batalkanblokir.ml/,-1,1
214,https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbWokJ_X3qmdBjOw-2BYU1fUVz8p4YADK4ptH85sOJWdVkFSg7KZ5XuQlrk4vbrrN0lPLcV66lpQfiGIJqTkzd35o7nvreonZ17N8nyX4QkZM2lheM7o-2FnIx2HGG4IMXK8TIJg-2BHESLIb8CrR9vKT9RTMw-2Fo2mqiZ3TC6q1QTULiSS3QAWgdsMdkXg-2Bhn45z0OReNnTMtKa8bkuin0h3RpHhaibs4iPq-2BNxsJapmKqGFnp2ayES6FeAxmTOFqXKd5mkrPEDR3-2B-2F9N1sorzEviIqVEh0T4TpR-2FvO9EV5MI8BNjtPhMWduE3TarHoV6lG8U6lh1zUSUxHvgB7IuI1f9O7yv9E4BdyRnBB6IgyORnOX-2F1-2FDdz7Uz-2FQMKnk3TJJljb6uQCLd9xd1hnyUitsy4I0ufbu8reNxSGyf4ieKzMNZQ7T94O53Crdj1UI2LZxcqrrDjLmv4uxgzxIb7zdVtjEWRljXQXN7P0OoCXUaSWNe0jGIUAIB4aewH4RNiRert81X8OJM5wNWDIX3GodXtoF8UzZZkVuuOGDfQy5Y8Msf3YwB4KzAGBuDj2QEq2dokn6SipJvwqsZCgaHAw66NPGfZ6JmDtsJWz0ZPMmbLSX-2BgjJhnH6SbGlTifw3o-2FtWm8-2BZg6KGu1m6pNfQ-2FvyGhFRB9-2Fry5-2FPia2cnkQDnr-2BECjK3wu6z8a8NSelGB2b3PCoCNTJpNetkPZ3TysMIVOhicAt7sJfn5w3x67G2XjGmKP4eOWGZ8KHy1ejpkiuZ0Jgwc-2B2ZRplR-2BWL1NKIlfFbXe-2BZWQ-2FL76Te-2Bty09179Iq3TNesz1FS1mmNy0VUoy4dDo2N0Go0YmlOhyOEGWvH7gu3KNlzzA-3D-3D,144,1
215,https://clhzkltfafwolykndtauopcpeq-dot-gle39404049.rj.r.appspot.com/,204,1
216,http://www.parfumelle.com/,300,0
217,http://www.network18online.com/,192,0
218,http://en.wikipedia.org/wiki/Interactive_computation,264,0
219,http://www.dieteren.be/,-1,0
220,http://www.seroogys.com/,336,0
221,http://www.jefflindsay.com/2dfactorial.shtml,276,0
222,http://www.hotelmule.com/,156,0
223,http://www.washingtontradedaily.com/,264,0
224,http://www.philadelphiacandies.com/,288,0
225,http://biventf.hyperphp.com/,180,1
226,https://bezqyrdvnqoogaonymakmhclbv-dot-gle39404049.rj.r.appspot.com/,204,1
227,https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-81812632123516934893/,12,1
228,http://confirm-my-newpayees-support.com/,12,1
229,https://www.amazon-check-co-jp.x7i.top/,-1,1
230,http://www.coloradotheatreguild.org/,252,0
231,http://www.basmatiassociates.com/,216,0
232,https://www.raikuten.co-jp.mzqjfoww.cc/,12,1
233,http://dev.klinikmatanusantara.com/log-au/mpp/signin/0042/websrc,252,1
234,https://wavekitchen.com/bcpzonasegurabeta.viabcp.com/iniciar-sesion,24,1
235,http://www.fc-barcelonanews.com/,132,0
236,http://vir.yunen.ml/,-1,1
237,http://www.channelinfo.net/,264,0
238,http://www.deliveryswishome.cc/haktmcha,12,1
239,https://royalmail-packages.net/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
240,https://skyjhagzdxgxrdgejycqamhkds-dot-gle39404049.rj.r.appspot.com/,204,1
241,http://www.3dphoto.dk/,-1,0
242,https://grp02.id.rakutan-co-jpr.buzz/goto.php,-1,1
243,http://irs-claim.net,12,1
244,https://www.hbomaxfreetrial.com/,24,1
245,https://18-184-55-73.cprapid.com/cpra,48,1
246,http://www.youngswines.com/,240,0
247,http://royalmail.schedule-parcel-date.com/,12,1
248,http://ah.com.ge/wp-admin/aspx.php,-1,1
249,http://www.trust-chem.com/,-1,0
250,http://harishsen.tripod.com/,324,0
251,https://homesinlogin.com/_appPP/login-app.php,12,1
252,http://www.pcengines.ch/tp3.htm,-1,0
253,http://www.jstor.org/,360,0
254,http://electro-optix.com/,240,0
255,http://www.acudrved.com/,228,0
256,https://railcarpatient.com/fMo8diTsPGNKNIQpf82Vyln71lOjFPeUBD2OVWhKC4uqNlP2uSY2emagHYzmNOhprkengv7SACj,12,1
257,https://u20906245.ct.sendgrid.net/ls/click?upn=UO9k9AtPRC9weY6WyTb4xp024AiOZ-2B6B1Rxhsb2B1C6GdgnY2pGUzd-2BO86kBGXPbBYCc_Qc2So5fcZRF96MHFjMFTXU09FXYKUYntCOkb46DNZgTYEduNajGdUDdu8C-2B0IKqPM7YxHrmdMJtpEAN5u8FuGDgwRTpcBqLaSGcXo-2Bey6mqAW9-2BRrpRKa9ltSZsjI5BtDnOjAIlsZ4lMdNFSCdDgfsPaQ5ErUSn8HuWdeCwdE1wLX6CI0sQbZXSdmLxarQF-2FQtphqRYxIXCH2-2Bn-2BXMv07K7RQ7grJC4gHVGDrXrD5hIRaa22bBs38idrjze-2Bm9SAsw5u4HrzVO93WKc2me1jkHQ5l3Nfgbihcu83gYiJGwqUHMSx453hzz5tIQrrWTqRX7UDa7LKVAo2Bvz2ZBqjFX4YHWuij52PpAUT19hIc2eXqIS9-2BfvCaTzbTp1GwW7VZGPCHdWvWUzD8X5NMVl-2FYzbfh4QYMEhxqgJByoczEJiwtrsjtNGvB7dLYrB3-2Ftq4EBhB7H4-2FWTBABhZJpgCEYa1uTApF0qOQ3WWTAnbjRYy6QheXhF6wmJv-2Bs-2FutbRBjlUUh-2FVjwabP73HlpcVq1o8ENKYqPU2CGxV96uVitL02w3QdNsyWnA1yBSgnB2TIQYm-2FHwa61jUnYb-2BdkN0lopwk-2F-2Fbbo-2FAeUbBQuAMOx0gTof9axPA2z2qyrWzg2-2FoYu73h8FhaJI6v93zcVzzyNSvGdYMxkGToKC3SQ7LrAyOnbw9K6sTFEGZIRJOMt0ICKqmANs7-2BIbVfmA5HN-2FNOabway376dtJfu5-2BwYwWZC3M4TVQP6mBCC9QQPSRrQxEHsB3C-2FOP9xogGe-2B6RwoYQU9Vf1eZLXtc5V3HQLFalewcyXZ-2FlA-2FPlZ6-2F3XA7vajIeth4sGAMveT0jJgHsrvc1UXT6W-2FiiZ71099MsKJBJ6wSQ-3D,144,1
258,https://breedserve.xyz/office2/,-1,1
259,http://qwfg.ml/newetrs/wtf/pro/,-1,1
260,https://biversum.com/media/system/images/modal/adv/service/payment.php?SessionID-xb=US.=.4537596._.fa8e55d865dabf23a267ed68ab8ae7e5.=.United%20States,108,1
261,https://oroma-42f59.web.app/login/indexx.php,-1,1
262,https://royalmail.co.uk-onlinetrack.com/banks/online.tsb.co.uk/,12,1
263,http://esic.nic.in/,204,0
264,http://www.job-hunt.org/,300,0
265,http://www.ninadesigns.com/,372,0
266,http://www.bibsoc.org.uk/,264,0
267,https://oroma-42f59.web.app/login/process.php,-1,1
268,http://olx-polska.ml,-1,1
269,http://www.kjivf.com/,192,0
270,https://olx-pl.pays-security24.ru/cash95422953,12,1
271,https://sbsinger.com/box/box/,120,1
272,http://docomokd.com,12,1
273,http://www.whippers.co.uk/,132,0
274,http://sloroasted.com/,264,0
275,http://exmortis.narod.ru/,265,0
276,http://twitter.com/rioferdy5,264,0
277,http://www.icpr.in/,168,0
278,http://contirmation.my.id/Security-Verification-page.php,12,1
279,http://www.historicalkits.co.uk/Manchester_City/Manchester_City.htm,192,0
280,http://www.stearmanworldflight.com/,300,0
281,https://www.venixotechnologies.com/wp-content/plugins/vpjkhj/c-a/connexion/7f1916abf2d138766bd5ed15e07fb36c/4faae6249a13ded7d1c6c39b0f4cf39c,48,1
282,http://bioeurovit.com/g/xx,24,1
283,http://www.pinkmoonrecords.com/,264,0
284,http://www.sonymax.tv/,96,0
285,http://www.bodyscentsations.com/,228,0
286,https://wester-waelder.ru/admin/BPD/Popularenlinea/Home.html,24,1
287,http://www.monographicreview.org/,12,0
288,http://www.floralandweddingsupplies.com/,12,0
289,https://sirak.se/wp-content/plugins/autoptimize/incgi/3cc697419ea18cc98d525999665cb94a,-1,1
290,http://cancel-payee-attempt.com/lloyds/Login.php,12,1
291,http://www.resumewiz.com/,276,0
292,http://www.potto.org/,216,0
293,http://www.physics.org/,-1,0
294,http://www.jeep.com/,312,0
295,http://www.acua.co.nz/,-1,0
296,https://royalmail.reschedule-missed-parcel.com/,12,1
297,http://bluegoddess.atspace.com/home.html,216,0
298,http://actomyosin.narod.ru/,265,0
299,https://www.reconfirmpost138167787.us/confirmsource.html,12,1
300,http://royalmail.parcel-arrange-redelivery.com/,12,1
301,https://66f.ir/chnmers/ecma.php,-1,1
302,http://www.19online.net/math/,204,0
303,https://messagerie-vocale-orange-pro-202158.yolasite.com/,156,1
304,https://royalmail-reship-fee.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
305,http://www.history-timeline.com/,264,0
306,http://bill-repayments.com/vodafone/account/,12,1
307,http://www.reuters.com/,360,0
308,http://northpolecoffee.com/,204,0
309,http://www.moreau.com/,348,0
310,http://www.autofacts.com/,312,0
311,https://www.payee-securityaffair.org/Login.php,12,1
312,http://info-whatsapp.otzo-itemdb91.ga/,-1,1
313,https://hbhruwqjfggliiavrmumbndfmn-dot-gle39404049.rj.r.appspot.com/,204,1
314,https://distrial.ec/bm/,-1,1
315,http://www.schoolsindia.com/,240,0
316,http://www.ig3emailmarketing.com/admin/temp/user/ig3emailmarketing.html,-1,1
317,http://www.canal-nantes-brest.fr/-/orange/58bbe/index2.html,12,1
318,https://www.amazon-check-co-jp.d7y.top/,-1,1
319,https://www.o2updatebilling-auth.com/Login/index?id=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d&amp;session=241edff91e01cf37f23332fdea5f081d241edff91e01cf37f23332fdea5f081d,12,1
320,http://tech.groups.yahoo.com/group/theory-edge/,336,0
321,https://www.lloydbank-accounthelp-secure.com/Login.php,12,1
322,https://servicemaillaposte93.wixsite.com/accueil,108,1
323,http://www.teaforte.com/,228,0
324,http://www.loanservicecenter.com/,264,0
325,http://www.geo-met.com/tommysmith/,252,0
326,http://www.indianscience.in/,60,0
327,http://www.holden.com.au/,-1,0
328,https://royalmail-item-charge.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
329,http://www.liverpoolfcnews.net/,168,0
330,http://www.svb.com/,288,0
331,https://chargementtransfertbc.000webhostapp.com/,72,1
332,http://www.javavino.com/,240,0
333,http://www.edgarbrown.com/,300,0
334,http://www.osti.gov/energyfiles/,-1,0
335,http://www.anniesaccentsbakery.net/,168,0
336,http://hawaiianbathbody.com/,276,0
337,http://www.wholesalejewelry.net/,336,0
338,http://www.dtcc.com/,324,0
339,http://mwnkvmmssxjennjyhedpfedyxf-dot-gle39404049.rj.r.appspot.com/,204,1
340,http://www.teaosophy.com/,216,0
341,https://royalmail-shipping-payment.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
342,https://boite-mms.web.app/,-1,1
343,https://ams3.digitaloceanspaces.com/sutododfdgd/index.html,72,1
344,http://cinemasightlines.com/,204,0
345,http://www.math.rutgers.edu/~sontag/fermi-eng.html,459,0
346,http://40.119.42.45/banks/BMO/,-1,1
347,http://www.goodecompany.com/,300,0
348,http://appalachianheritage.net/,108,0
349,https://royalmail-updatefees.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
350,http://ceo.uab.cat/academicnet/,-1,0
351,https://lpmoflpsmevdhpaifmqkjtcdir-dot-glmar9393293232323.uk.r.appspot.com/,204,1
352,https://www.xianzns.com/micro/oauth/ooo.html,36,1
353,http://euphony.uchicago.edu/,356,0
354,https://orange-client6.yolasite.com/,156,1
355,http://www.ticketzone.co.uk/,298,0
356,http://www.mathhelpforum.com/,204,0
357,http://www.ynwa.tv/,240,0
358,https://companys-1999649785643252300090.tk/Login_to_Facebook.html,-1,1
359,https://www.amazon-check-co-jp.l9p.top/,-1,1
360,https://kontoservice008.xyz/sp/anmeldung.php?starten=yYoGiUA69lLMBO48KsjtnrHz5RuX0N&shufflUri?=kUEW9hNb5yFq4LIA2Q0a,12,1
361,http://www.goldenoldies-records.com/,288,0
362,http://excelbeads.com/,168,0
364,http://www.searchenginecolossus.com/,276,0
365,http://lidiavianu.scriptmania.com/,276,0
367,http://forwarding.xj231.cn/,12,1
368,http://www.redden-net.com/,300,0
369,https://valeshoptv.com.br/JS/viid/,156,1
370,http://www.coffeebreakct.com/,264,0
371,http://plato.stanford.edu/entries/equality/,442,0
372,https://www2.cr.mufg.jp.szfffl.tokyo/404.html,-1,1
374,https://amazon.co.jp.gasiqqwja1.buzz/_,-1,1
375,http://www.rockaway.com.au/,-1,0
376,http://projects.exeter.ac.uk/RDavies/arian/scandals/,218,0
377,http://rm-redeliveryuk.com/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,12,1
378,https://www.fundacionlaboraldelmetal.es/bbdds/mkbbssl/572991ab2ee0eb25cce83bf00664215d/,-1,1
379,http://galjzmaugwhdpvznpzpihyyyzd-dot-gle39404049.rj.r.appspot.com/,204,1
380,https://www.amazon-check-co-jp.k5h.top/,-1,1
381,http://www.angelfire.com/mo2/Venegoni/,276,0
383,http://www.alljobsearch.com/,288,0
384,https://royalmail-unpaidparcelfee.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
385,http://www.umilta.net/bibliogr.html,276,0
386,https://mtxbtbqxwgyevoyeqeegyswsbb-dot-gle39404049.rj.r.appspot.com/,204,1
387,https://royalmail-mypackage.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,12,1
388,http://webtreecom.000webhostapp.com/wp-admin/images/index.html?jHBFdXE@Zs*DFCYGvbHUbNIJnOnOnIIuhBgvvgfcfxd$Ez*rdFCgvHBGVfcD,72,1
389,http://www.dutchforce.com/~eforum/,228,0
390,http://www.computerarticles.co.uk/,216,0
391,https://www.royalmail-secureparcel.com/verifylogin.php,12,1
392,https://signin.ea-winter.com/p/web1/,12,1
393,http://www.brad.ac.uk/peace/,237,0
394,https://myparcel-royalmail.com/,12,1
395,http://giri.in/,180,0
396,https://www.rmpackage-bill.com/banks/hsbc.co.uk/,12,1
397,http://www.harry-b.de/dokuwiki/doku.php?id=harry:cpm,-1,0
398,http://www.hepcat.se/,-1,0
399,http://www.skysports.com/manchester-united,354,0
400,http://www.therecruiternetwork.com/,252,0
401,http://www.fairydust.com/,288,0
402,http://www.hbmeyer.de/taupaeng.htm,-1,0
403,http://www.softwarejobsindia.com/,240,0
404,https://parcelreshipping.com/banks/hsbc.co.uk,12,1
405,http://oi.uchicago.edu/OI/DEPT/RA/RECREAD/REC_READ.html,356,0
406,http://www.popularmechanics.com/science/robotics/,324,0
407,https://observation-expert-ck35889674125864852309.tk/log2.php,-1,1
408,http://www.topix.com/business/financial-services,360,0
409,http://marylandfaeriefestival.org/,204,0
410,http://www.lilsoft.com/,240,0
411,http://outlookwebapp345654.moonfruit.com/,264,1
413,http://www.sterling-group.com/,348,0
414,http://www.thestage.co.uk/,408,0
415,http://lloyds-customer.com/,12,1
416,http://www.zejewelry.com/,216,0
